OCCUPATION_TYPE,DAYS_BIRTH_CATEGORIZED,AMT_INCOME_TOTAL_CATEGORIZED,FLAG_EMAIL,NAME_FAMILY_STATUS,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,CNT_FAM_MEMBERS_CATEGORIZED,GOOD_BAD,Unnamed: 0_x,ID,Unnamed: 0_y,NUMBER_OF_RECORDS,cumsum,Percentage
Cooking staff,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,1,124,124,124,124,143,86.7132867132867
Cooking staff,under 40ties,high income,0,Civil marriage,Secondary / secondary special,State servant,couple,0,28,28,28,28,145,19.310344827586206
Cooking staff,under 40ties,high income,0,Civil marriage,Secondary / secondary special,State servant,couple,1,117,117,117,117,145,80.6896551724138
Cooking staff,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Working,2+1,0,113,113,113,113,185,61.08108108108108
Cooking staff,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Working,2+1,1,72,72,72,72,185,38.91891891891892
Cooking staff,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,102,102,102,102,180,56.666666666666664
Cooking staff,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,78,78,78,78,180,43.333333333333336
Cooking staff,under 40ties,high income,0,Married,Higher education,Commercial associate,couple,0,23,23,23,23,59,38.983050847457626
Cooking staff,under 40ties,high income,0,Married,Higher education,Commercial associate,couple,1,36,36,36,36,59,61.016949152542374
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+2,0,7,7,7,7,62,11.29032258064516
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+2,1,55,55,55,55,62,88.70967741935483
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,48,48,48,48,56,85.71428571428571
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,8,8,8,8,56,14.285714285714285
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,State servant,2+1,0,26,26,26,26,26,100.0
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,State servant,big family,1,31,31,31,31,31,100.0
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,2+1,0,170,170,170,170,582,29.20962199312715
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,2+1,1,412,412,412,412,582,70.79037800687286
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,2+2,0,121,121,121,121,335,36.11940298507463
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,2+2,1,214,214,214,214,335,63.88059701492538
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,couple,0,128,128,128,128,337,37.98219584569733
Cooking staff,under 40ties,high income,0,Married,Secondary / secondary special,Working,couple,1,209,209,209,209,337,62.01780415430267
Cooking staff,under 40ties,high income,0,Separated,Secondary / secondary special,Commercial associate,2+1,0,5,5,5,5,77,6.493506493506493
Cooking staff,under 40ties,high income,0,Separated,Secondary / secondary special,Commercial associate,2+1,1,72,72,72,72,77,93.5064935064935
Cooking staff,under 40ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,0,4,4,4,4,230,1.7391304347826086
Cooking staff,under 40ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,1,226,226,226,226,230,98.26086956521739
Cooking staff,under 40ties,high income,0,Single / not married,Higher education,Working,1 person household,1,79,79,79,79,79,100.0
Cooking staff,under 40ties,high income,0,Single / not married,Higher education,Working,couple,0,12,12,12,12,76,15.789473684210526
Cooking staff,under 40ties,high income,0,Single / not married,Higher education,Working,couple,1,64,64,64,64,76,84.21052631578947
Cooking staff,under 40ties,high income,0,Single / not married,Incomplete higher,Working,1 person household,0,7,7,7,7,43,16.27906976744186
Cooking staff,under 40ties,high income,0,Single / not married,Incomplete higher,Working,1 person household,1,36,36,36,36,43,83.72093023255815
Cooking staff,under 40ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,40,40,40,40,40,100.0
Cooking staff,under 40ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,65,65,65,65,65,100.0
Cooking staff,under 40ties,high income,0,Widow,Lower secondary,Working,couple,0,26,26,26,26,26,100.0
Cooking staff,under 40ties,high income,1,Married,Secondary / secondary special,Commercial associate,couple,0,11,11,11,11,11,100.0
Cooking staff,under 40ties,high income,1,Married,Secondary / secondary special,Working,couple,0,71,71,71,71,340,20.88235294117647
Cooking staff,under 40ties,high income,1,Married,Secondary / secondary special,Working,couple,1,269,269,269,269,340,79.11764705882352
Cooking staff,under 40ties,medium income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,1,15,15,15,15,15,100.0
Cooking staff,under 40ties,medium income,0,Civil marriage,Secondary / secondary special,Working,2+1,1,38,38,38,38,38,100.0
Cooking staff,under 40ties,medium income,0,Civil marriage,Secondary / secondary special,Working,couple,0,10,10,10,10,10,100.0
Cooking staff,under 40ties,medium income,0,Married,Higher education,Working,couple,0,11,11,11,11,63,17.46031746031746
Cooking staff,under 40ties,medium income,0,Married,Higher education,Working,couple,1,52,52,52,52,63,82.53968253968253
Cooking staff,under 40ties,medium income,0,Married,Secondary / secondary special,State servant,2+1,0,32,32,32,32,79,40.50632911392405
Cooking staff,under 40ties,medium income,0,Married,Secondary / secondary special,State servant,2+1,1,47,47,47,47,79,59.49367088607595
Cooking staff,under 40ties,medium income,0,Married,Secondary / secondary special,State servant,2+2,0,38,38,38,38,100,38.0
Cooking staff,under 40ties,medium income,0,Married,Secondary / secondary special,State servant,2+2,1,62,62,62,62,100,62.0
Cooking staff,under 40ties,medium income,0,Married,Secondary / secondary special,Working,2+1,0,61,61,61,61,133,45.86466165413533
Cooking staff,under 40ties,medium income,0,Married,Secondary / secondary special,Working,2+1,1,72,72,72,72,133,54.13533834586466
Cooking staff,under 40ties,medium income,0,Married,Secondary / secondary special,Working,2+2,0,7,7,7,7,28,25.0
Cooking staff,under 40ties,medium income,0,Married,Secondary / secondary special,Working,2+2,1,21,21,21,21,28,75.0
Cooking staff,under 40ties,medium income,0,Married,Secondary / secondary special,Working,couple,0,154,154,154,154,267,57.67790262172284
Cooking staff,under 40ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,113,113,113,113,267,42.32209737827715
Cooking staff,under 40ties,medium income,0,Separated,Secondary / secondary special,Working,1 person household,0,6,6,6,6,6,100.0
Cooking staff,under 40ties,medium income,0,Single / not married,Secondary / secondary special,Commercial associate,couple,0,6,6,6,6,13,46.15384615384615
Cooking staff,under 40ties,medium income,0,Single / not married,Secondary / secondary special,Commercial associate,couple,1,7,7,7,7,13,53.84615384615385
Cooking staff,under 40ties,medium income,0,Single / not married,Secondary / secondary special,Working,2+1,1,32,32,32,32,32,100.0
Cooking staff,under 40ties,medium income,0,Single / not married,Secondary / secondary special,Working,couple,1,13,13,13,13,13,100.0
Cooking staff,under 40ties,medium income,1,Married,Secondary / secondary special,Working,2+1,0,92,92,92,92,249,36.94779116465863
Cooking staff,under 40ties,medium income,1,Married,Secondary / secondary special,Working,2+1,1,157,157,157,157,249,63.05220883534136
Cooking staff,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,State servant,2+1,0,27,27,27,27,51,52.94117647058824
Cooking staff,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,State servant,2+1,1,24,24,24,24,51,47.05882352941176
Cooking staff,under 40ties,very high income,0,Married,Secondary / secondary special,Working,2+1,1,96,96,96,96,96,100.0
Cooking staff,under 40ties,very high income,0,Separated,Secondary / secondary special,Working,1 person household,1,6,6,6,6,6,100.0
Cooking staff,under 40ties,very high income,0,Single / not married,Higher education,Commercial associate,1 person household,1,21,21,21,21,21,100.0
Cooking staff,under 40ties,very high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,52,52,52,52,52,100.0
Cooking staff,under 40ties,very high income,1,Civil marriage,Secondary / secondary special,Commercial associate,2+2,1,67,67,67,67,67,100.0
Cooking staff,under 40ties,very low income,0,Married,Secondary / secondary special,State servant,2+1,0,22,22,22,22,43,51.162790697674424
Cooking staff,under 40ties,very low income,0,Married,Secondary / secondary special,State servant,2+1,1,21,21,21,21,43,48.837209302325576
Cooking staff,under 50ties,high income,0,Civil marriage,Secondary / secondary special,Commercial associate,2+1,1,87,87,87,87,87,100.0
Cooking staff,under 50ties,high income,0,Civil marriage,Secondary / secondary special,Working,2+1,0,59,59,59,59,355,16.619718309859156
Cooking staff,under 50ties,high income,0,Civil marriage,Secondary / secondary special,Working,2+1,1,296,296,296,296,355,83.38028169014085
Cooking staff,under 50ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,6,6,6,6,6,100.0
Cooking staff,under 50ties,high income,0,Married,Higher education,Working,2+1,0,52,52,52,52,178,29.213483146067414
Cooking staff,under 50ties,high income,0,Married,Higher education,Working,2+1,1,126,126,126,126,178,70.78651685393258
Cooking staff,under 50ties,high income,0,Married,Higher education,Working,couple,0,56,56,56,56,56,100.0
Cooking staff,under 50ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,77,77,77,77,410,18.78048780487805
Cooking staff,under 50ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,333,333,333,333,410,81.21951219512195
Cooking staff,under 50ties,high income,0,Married,Secondary / secondary special,State servant,couple,0,48,48,48,48,51,94.11764705882352
Cooking staff,under 50ties,high income,0,Married,Secondary / secondary special,State servant,couple,1,3,3,3,3,51,5.88235294117647
Cooking staff,under 50ties,high income,0,Married,Secondary / secondary special,Working,2+1,0,37,37,37,37,102,36.27450980392157
Cooking staff,under 50ties,high income,0,Married,Secondary / secondary special,Working,2+1,1,65,65,65,65,102,63.725490196078425
Cooking staff,under 50ties,high income,0,Married,Secondary / secondary special,Working,2+2,0,11,11,11,11,11,100.0
Cooking staff,under 50ties,high income,0,Married,Secondary / secondary special,Working,couple,0,297,297,297,297,592,50.16891891891891
Cooking staff,under 50ties,high income,0,Married,Secondary / secondary special,Working,couple,1,295,295,295,295,592,49.83108108108108
Cooking staff,under 50ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,0,116,116,116,116,153,75.81699346405229
Cooking staff,under 50ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,1,37,37,37,37,153,24.18300653594771
Cooking staff,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,160,160,160,160,232,68.96551724137932
Cooking staff,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,72,72,72,72,232,31.03448275862069
Cooking staff,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,couple,0,75,75,75,75,105,71.42857142857143
Cooking staff,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,couple,1,30,30,30,30,105,28.57142857142857
Cooking staff,under 50ties,high income,1,Civil marriage,Secondary / secondary special,Working,couple,1,45,45,45,45,45,100.0
Cooking staff,under 50ties,high income,1,Single / not married,Secondary / secondary special,Working,1 person household,0,5,5,5,5,42,11.904761904761903
Cooking staff,under 50ties,high income,1,Single / not married,Secondary / secondary special,Working,1 person household,1,37,37,37,37,42,88.09523809523809
Cooking staff,under 50ties,medium income,0,Civil marriage,Secondary / secondary special,Working,2+1,0,5,5,5,5,22,22.727272727272727
Cooking staff,under 50ties,medium income,0,Civil marriage,Secondary / secondary special,Working,2+1,1,17,17,17,17,22,77.27272727272727
Cooking staff,under 50ties,medium income,0,Civil marriage,Secondary / secondary special,Working,couple,0,149,149,149,149,303,49.17491749174918
Cooking staff,under 50ties,medium income,0,Civil marriage,Secondary / secondary special,Working,couple,1,154,154,154,154,303,50.82508250825083
Cooking staff,under 50ties,medium income,0,Married,Higher education,State servant,couple,0,108,108,108,108,275,39.27272727272727
Cooking staff,under 50ties,medium income,0,Married,Higher education,State servant,couple,1,167,167,167,167,275,60.72727272727273
Cooking staff,under 50ties,medium income,0,Married,Secondary / secondary special,Commercial associate,2+2,0,23,23,23,23,46,50.0
Cooking staff,under 50ties,medium income,0,Married,Secondary / secondary special,Commercial associate,2+2,1,23,23,23,23,46,50.0
Cooking staff,under 50ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,0,17,17,17,17,149,11.409395973154362
Cooking staff,under 50ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,1,132,132,132,132,149,88.59060402684564
Cooking staff,under 50ties,medium income,0,Married,Secondary / secondary special,Working,couple,0,434,434,434,434,721,60.19417475728155
Cooking staff,under 50ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,287,287,287,287,721,39.80582524271845
Cooking staff,under 50ties,medium income,0,Separated,Secondary / secondary special,Working,couple,1,33,33,33,33,33,100.0
Cooking staff,under 50ties,medium income,0,Widow,Secondary / secondary special,Working,1 person household,0,27,27,27,27,27,100.0
Cooking staff,under 50ties,very high income,0,Civil marriage,Secondary / secondary special,State servant,2+1,0,20,20,20,20,20,100.0
Cooking staff,under 50ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,117,117,117,117,224,52.23214285714286
Cooking staff,under 50ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,107,107,107,107,224,47.767857142857146
Cooking staff,under 50ties,very high income,0,Married,Secondary / secondary special,Working,couple,0,321,321,321,321,684,46.92982456140351
Cooking staff,under 50ties,very high income,0,Married,Secondary / secondary special,Working,couple,1,363,363,363,363,684,53.07017543859649
Cooking staff,under 50ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,6,6,6,6,6,100.0
Cooking staff,under 60ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,4,4,4,4,41,9.75609756097561
Cooking staff,under 60ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,37,37,37,37,41,90.2439024390244
Cooking staff,under 60ties,high income,0,Married,Secondary / secondary special,Working,2+1,0,15,15,15,15,169,8.875739644970414
Cooking staff,under 60ties,high income,0,Married,Secondary / secondary special,Working,2+1,1,154,154,154,154,169,91.12426035502959
Cooking staff,under 60ties,high income,0,Married,Secondary / secondary special,Working,couple,0,172,172,172,172,608,28.289473684210524
Cooking staff,under 60ties,high income,0,Married,Secondary / secondary special,Working,couple,1,436,436,436,436,608,71.71052631578947
Cooking staff,under 60ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,28,28,28,28,229,12.22707423580786
Cooking staff,under 60ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,201,201,201,201,229,87.77292576419214
Cooking staff,under 60ties,high income,0,Widow,Secondary / secondary special,Commercial associate,1 person household,0,44,44,44,44,142,30.985915492957744
Cooking staff,under 60ties,high income,0,Widow,Secondary / secondary special,Commercial associate,1 person household,1,98,98,98,98,142,69.01408450704226
Cooking staff,under 60ties,high income,0,Widow,Secondary / secondary special,Working,1 person household,1,70,70,70,70,70,100.0
Cooking staff,under 60ties,high income,1,Married,Secondary / secondary special,Working,couple,0,57,57,57,57,129,44.18604651162791
Cooking staff,under 60ties,high income,1,Married,Secondary / secondary special,Working,couple,1,72,72,72,72,129,55.81395348837209
Cooking staff,under 60ties,medium income,0,Civil marriage,Secondary / secondary special,State servant,couple,0,19,19,19,19,162,11.728395061728394
Cooking staff,under 60ties,medium income,0,Civil marriage,Secondary / secondary special,State servant,couple,1,143,143,143,143,162,88.27160493827161
Cooking staff,under 60ties,medium income,0,Married,Secondary / secondary special,State servant,couple,1,23,23,23,23,23,100.0
Cooking staff,under 60ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,455,455,455,455,455,100.0
Cooking staff,under 60ties,medium income,0,Separated,Secondary / secondary special,Working,1 person household,0,11,11,11,11,11,100.0
Cooking staff,under 60ties,medium income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,18,18,18,18,18,100.0
Cooking staff,under 60ties,medium income,0,Widow,Secondary / secondary special,Working,1 person household,1,16,16,16,16,16,100.0
Cooking staff,under 60ties,very high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,18,18,18,18,100,18.0
Cooking staff,under 60ties,very high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,82,82,82,82,100,82.0
Cooking staff,under 60ties,very high income,0,Married,Higher education,Commercial associate,2+1,1,43,43,43,43,43,100.0
Cooking staff,under 60ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,124,124,124,124,124,100.0
Cooking staff,under 60ties,very high income,0,Married,Secondary / secondary special,Working,couple,0,13,13,13,13,15,86.66666666666667
Cooking staff,under 60ties,very high income,0,Married,Secondary / secondary special,Working,couple,1,2,2,2,2,15,13.333333333333334
Cooking staff,under 60ties,very high income,0,Single / not married,Secondary / secondary special,State servant,couple,1,79,79,79,79,79,100.0
Cooking staff,under 60ties,very high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,68,68,68,68,130,52.307692307692314
Cooking staff,under 60ties,very high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,62,62,62,62,130,47.69230769230769
Cooking staff,under 60ties,very high income,0,Widow,Higher education,Working,1 person household,1,14,14,14,14,14,100.0
Cooking staff,under 60ties,very high income,0,Widow,Secondary / secondary special,Working,1 person household,0,22,22,22,22,132,16.666666666666664
Cooking staff,under 60ties,very high income,0,Widow,Secondary / secondary special,Working,1 person household,1,110,110,110,110,132,83.33333333333334
Core staff,over 60ties,high income,0,Married,Higher education,Working,couple,1,41,41,41,41,41,100.0
Core staff,over 60ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,42,42,42,42,116,36.206896551724135
Core staff,over 60ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,74,74,74,74,116,63.793103448275865
Core staff,over 60ties,high income,0,Married,Secondary / secondary special,Working,couple,0,54,54,54,54,178,30.337078651685395
Core staff,over 60ties,high income,0,Married,Secondary / secondary special,Working,couple,1,124,124,124,124,178,69.66292134831461
Core staff,over 60ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,0,24,24,24,24,36,66.66666666666666
Core staff,over 60ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,1,12,12,12,12,36,33.33333333333333
Core staff,over 60ties,high income,0,Widow,Secondary / secondary special,Working,1 person household,1,177,177,177,177,177,100.0
Core staff,over 60ties,medium income,0,Married,Higher education,State servant,couple,1,101,101,101,101,101,100.0
Core staff,over 60ties,very high income,0,Married,Higher education,State servant,couple,0,101,101,101,101,217,46.54377880184332
Core staff,over 60ties,very high income,0,Married,Higher education,State servant,couple,1,116,116,116,116,217,53.45622119815668
Core staff,over 60ties,very high income,0,Separated,Higher education,Working,1 person household,0,37,37,37,37,37,100.0
Core staff,over 60ties,very high income,0,Separated,Secondary / secondary special,Working,1 person household,1,14,14,14,14,14,100.0
Core staff,over 60ties,very high income,0,Single / not married,Higher education,Commercial associate,1 person household,0,15,15,15,15,74,20.27027027027027
Core staff,over 60ties,very high income,0,Single / not married,Higher education,Commercial associate,1 person household,1,59,59,59,59,74,79.72972972972973
Core staff,over 60ties,very high income,0,Widow,Secondary / secondary special,State servant,1 person household,1,101,101,101,101,101,100.0
Core staff,over 60ties,very high income,1,Civil marriage,Higher education,State servant,couple,1,177,177,177,177,177,100.0
Core staff,under 30ties,high income,0,Civil marriage,Higher education,Commercial associate,2+1,1,60,60,60,60,60,100.0
Core staff,under 30ties,high income,0,Civil marriage,Higher education,Commercial associate,couple,0,7,7,7,7,12,58.333333333333336
Core staff,under 30ties,high income,0,Civil marriage,Higher education,Commercial associate,couple,1,5,5,5,5,12,41.66666666666667
Core staff,under 30ties,high income,0,Civil marriage,Higher education,Working,couple,0,54,54,54,54,133,40.6015037593985
Core staff,under 30ties,high income,0,Civil marriage,Higher education,Working,couple,1,79,79,79,79,133,59.3984962406015
Core staff,under 30ties,high income,0,Civil marriage,Incomplete higher,State servant,couple,0,22,22,22,22,148,14.864864864864865
Core staff,under 30ties,high income,0,Civil marriage,Incomplete higher,State servant,couple,1,126,126,126,126,148,85.13513513513513
Core staff,under 30ties,high income,0,Civil marriage,Secondary / secondary special,State servant,2+1,1,36,36,36,36,36,100.0
Core staff,under 30ties,high income,0,Civil marriage,Secondary / secondary special,Working,2+1,0,18,18,18,18,18,100.0
Core staff,under 30ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,11,11,11,11,35,31.428571428571427
Core staff,under 30ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,24,24,24,24,35,68.57142857142857
Core staff,under 30ties,high income,0,Married,Higher education,Commercial associate,2+1,0,83,83,83,83,193,43.005181347150256
Core staff,under 30ties,high income,0,Married,Higher education,Commercial associate,2+1,1,110,110,110,110,193,56.994818652849744
Core staff,under 30ties,high income,0,Married,Higher education,Commercial associate,couple,0,91,91,91,91,139,65.46762589928058
Core staff,under 30ties,high income,0,Married,Higher education,Commercial associate,couple,1,48,48,48,48,139,34.53237410071942
Core staff,under 30ties,high income,0,Married,Higher education,State servant,2+2,1,22,22,22,22,22,100.0
Core staff,under 30ties,high income,0,Married,Higher education,State servant,couple,1,162,162,162,162,162,100.0
Core staff,under 30ties,high income,0,Married,Higher education,Working,2+1,0,159,159,159,159,452,35.176991150442475
Core staff,under 30ties,high income,0,Married,Higher education,Working,2+1,1,293,293,293,293,452,64.82300884955751
Core staff,under 30ties,high income,0,Married,Higher education,Working,2+2,0,16,16,16,16,82,19.51219512195122
Core staff,under 30ties,high income,0,Married,Higher education,Working,2+2,1,66,66,66,66,82,80.48780487804879
Core staff,under 30ties,high income,0,Married,Higher education,Working,couple,0,98,98,98,98,918,10.675381263616558
Core staff,under 30ties,high income,0,Married,Higher education,Working,couple,1,820,820,820,820,918,89.32461873638344
Core staff,under 30ties,high income,0,Married,Incomplete higher,Commercial associate,2+2,0,70,70,70,70,310,22.58064516129032
Core staff,under 30ties,high income,0,Married,Incomplete higher,Commercial associate,2+2,1,240,240,240,240,310,77.41935483870968
Core staff,under 30ties,high income,0,Married,Incomplete higher,Commercial associate,couple,0,49,49,49,49,49,100.0
Core staff,under 30ties,high income,0,Married,Incomplete higher,State servant,2+1,0,71,71,71,71,210,33.80952380952381
Core staff,under 30ties,high income,0,Married,Incomplete higher,State servant,2+1,1,139,139,139,139,210,66.19047619047619
Core staff,under 30ties,high income,0,Married,Incomplete higher,State servant,couple,1,57,57,57,57,57,100.0
Core staff,under 30ties,high income,0,Married,Incomplete higher,Working,2+1,0,45,45,45,45,73,61.64383561643836
Core staff,under 30ties,high income,0,Married,Incomplete higher,Working,2+1,1,28,28,28,28,73,38.35616438356164
Core staff,under 30ties,high income,0,Married,Incomplete higher,Working,2+2,1,60,60,60,60,60,100.0
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+1,0,81,81,81,81,139,58.27338129496403
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+1,1,58,58,58,58,139,41.726618705035975
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,90,90,90,90,653,13.782542113323123
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,563,563,563,563,653,86.21745788667687
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,State servant,2+1,1,19,19,19,19,19,100.0
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,State servant,2+2,1,50,50,50,50,50,100.0
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,State servant,couple,1,28,28,28,28,28,100.0
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,Working,2+1,0,106,106,106,106,702,15.0997150997151
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,Working,2+1,1,596,596,596,596,702,84.9002849002849
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,Working,2+2,1,13,13,13,13,13,100.0
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,Working,couple,0,79,79,79,79,267,29.588014981273407
Core staff,under 30ties,high income,0,Married,Secondary / secondary special,Working,couple,1,188,188,188,188,267,70.4119850187266
Core staff,under 30ties,high income,0,Separated,Higher education,Commercial associate,1 person household,1,103,103,103,103,103,100.0
Core staff,under 30ties,high income,0,Separated,Secondary / secondary special,Working,couple,1,54,54,54,54,54,100.0
Core staff,under 30ties,high income,0,Single / not married,Higher education,Commercial associate,1 person household,0,17,17,17,17,107,15.887850467289718
Core staff,under 30ties,high income,0,Single / not married,Higher education,Commercial associate,1 person household,1,90,90,90,90,107,84.11214953271028
Core staff,under 30ties,high income,0,Single / not married,Higher education,State servant,1 person household,0,29,29,29,29,173,16.76300578034682
Core staff,under 30ties,high income,0,Single / not married,Higher education,State servant,1 person household,1,144,144,144,144,173,83.23699421965318
Core staff,under 30ties,high income,0,Single / not married,Higher education,Working,1 person household,0,207,207,207,207,393,52.67175572519084
Core staff,under 30ties,high income,0,Single / not married,Higher education,Working,1 person household,1,186,186,186,186,393,47.32824427480916
Core staff,under 30ties,high income,0,Single / not married,Higher education,Working,couple,0,22,22,22,22,235,9.361702127659575
Core staff,under 30ties,high income,0,Single / not married,Higher education,Working,couple,1,213,213,213,213,235,90.63829787234042
Core staff,under 30ties,high income,0,Single / not married,Incomplete higher,Working,1 person household,1,13,13,13,13,13,100.0
Core staff,under 30ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,11,11,11,11,130,8.461538461538462
Core staff,under 30ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,119,119,119,119,130,91.53846153846153
Core staff,under 30ties,high income,0,Single / not married,Secondary / secondary special,State servant,1 person household,1,8,8,8,8,8,100.0
Core staff,under 30ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,72,72,72,72,122,59.01639344262295
Core staff,under 30ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,50,50,50,50,122,40.98360655737705
Core staff,under 30ties,high income,0,Widow,Secondary / secondary special,Working,1 person household,0,104,104,104,104,112,92.85714285714286
Core staff,under 30ties,high income,0,Widow,Secondary / secondary special,Working,1 person household,1,8,8,8,8,112,7.142857142857142
Core staff,under 30ties,high income,1,Civil marriage,Higher education,Commercial associate,2+1,0,83,83,83,83,183,45.3551912568306
Core staff,under 30ties,high income,1,Civil marriage,Higher education,Commercial associate,2+1,1,100,100,100,100,183,54.644808743169406
Core staff,under 30ties,high income,1,Civil marriage,Higher education,Commercial associate,couple,0,13,13,13,13,76,17.105263157894736
Core staff,under 30ties,high income,1,Civil marriage,Higher education,Commercial associate,couple,1,63,63,63,63,76,82.89473684210526
Core staff,under 30ties,high income,1,Civil marriage,Higher education,Working,2+1,0,11,11,11,11,14,78.57142857142857
Core staff,under 30ties,high income,1,Civil marriage,Higher education,Working,2+1,1,3,3,3,3,14,21.428571428571427
Core staff,under 30ties,high income,1,Civil marriage,Incomplete higher,Working,couple,0,5,5,5,5,5,100.0
Core staff,under 30ties,high income,1,Married,Higher education,Commercial associate,2+1,0,43,43,43,43,269,15.985130111524162
Core staff,under 30ties,high income,1,Married,Higher education,Commercial associate,2+1,1,226,226,226,226,269,84.01486988847584
Core staff,under 30ties,high income,1,Married,Higher education,Commercial associate,couple,0,37,37,37,37,114,32.45614035087719
Core staff,under 30ties,high income,1,Married,Higher education,Commercial associate,couple,1,77,77,77,77,114,67.54385964912281
Core staff,under 30ties,high income,1,Married,Higher education,State servant,2+1,0,28,28,28,28,118,23.728813559322035
Core staff,under 30ties,high income,1,Married,Higher education,State servant,2+1,1,90,90,90,90,118,76.27118644067797
Core staff,under 30ties,high income,1,Married,Higher education,Working,2+1,0,32,32,32,32,48,66.66666666666666
Core staff,under 30ties,high income,1,Married,Higher education,Working,2+1,1,16,16,16,16,48,33.33333333333333
Core staff,under 30ties,high income,1,Married,Higher education,Working,couple,0,72,72,72,72,301,23.920265780730897
Core staff,under 30ties,high income,1,Married,Higher education,Working,couple,1,229,229,229,229,301,76.0797342192691
